INSERT INTO Customer (customer_id, customer_name, address, phone_number, email) VALUES
('CS03027', 'Zoe Hidayat', 'Jl. Bunga No.101 RT7/RW3', '081210003027', 'zoe.hidayat@mail.com'),
('CS03028', 'Mega Putri Silva', 'Jl. Anggrek No.101 RT8/RW3', '081210003028', 'mega.putri.silva@mail.com'),
('CS03029', 'Jaya Permana', 'Jl. Flamboyan No.101 RT9/RW3', '081210003029', 'jaya.permana@mail.com'),
('CS03030', 'Eka Santoso', 'Jl. Pelangi No.101 RT10/RW3', '081210003030', 'eka.santoso@mail.com'),
('CS03031', 'Lucas Paul Kirana', 'Jl. Merdeka No.102 RT1/RW4', '081210003031', 'lucas.paul.kirana@mail.com'),
('CS03032', 'Rani Rahma Mustafa', 'Jl. Sudirman No.102 RT2/RW4', '081210003032', 'rani.rahma.mustafa@mail.com'),
('CS03033', 'Rina Fauzan', 'Jl. Ahmad Yani No.102 RT3/RW4', '081210003033', 'rina.fauzan@mail.com'),
('CS03034', 'Aditya Nur Kirana', 'Jl. Raya Darmo No.102 RT4/RW4', '081210003034', 'aditya.nur.kirana@mail.com'),
('CS03035', 'Kiki Khan', 'Jl. Kenanga No.102 RT5/RW4', '081210003035', 'kiki.khan@mail.com'),
('CS03036', 'Yoga Pratama Putra', 'Jl. Ketintang No.102 RT6/RW4', '081210003036', 'yoga.pratama.putra@mail.com'),
('CS03037', 'Kirana Wong', 'Jl. Veteran No.102 RT7/RW4', '081210003037', 'kirana.wong@mail.com'),
('CS03038', 'Dewi Kurnia Fauzan', 'Jl. Basuki Rahmat No.102 RT8/RW4', '081210003038', 'dewi.kurnia.fauzan@mail.com'),
('CS03039', 'Wulan Wulandari', 'Jl. Bojonegoro No.102 RT9/RW4', '081210003039', 'wulan.wulandari@mail.com'),
('CS03040', 'Sophia James Rahman', 'Jl. Mulyo No.102 RT10/RW4', '081210003040', 'sophia.james.rahman@mail.com'),
('CS03041', 'Tari Arifin', 'Jl. Gedongan No.102 RT1/RW5', '081210003041', 'tari.arifin@mail.com'),
('CS03042', 'Andi Rahman', 'Jl. Pahlawan No.102 RT2/RW5', '081210003042', 'andi.rahman@mail.com'),
('CS03043', 'Saleh Hartanto', 'Jl. Mawar No.102 RT3/RW5', '081210003043', 'saleh.hartanto@mail.com'),
('CS03044', 'Bayu Hartanto', 'Jl. Melati No.102 RT4/RW5', '081210003044', 'bayu.hartanto@mail.com'),
('CS03045', 'Hugo John Gomez', 'Jl. Gubeng No.102 RT5/RW5', '081210003045', 'hugo.john.gomez@mail.com'),
('CS03046', 'Cahaya Kurniawan', 'Jl. Rajawali No.102 RT6/RW5', '081210003046', 'cahaya.kurniawan@mail.com'),
('CS03047', 'Isabella John Halim', 'Jl. Bungur No.102 RT7/RW5', '081210003047', 'isabella.john.halim@mail.com'),
('CS03048', 'Fahri Hidayat', 'Jl. Yos Sudarso No.102 RT8/RW5', '081210003048', 'fahri.hidayat@mail.com'),
('CS03049', 'Eko Rahma Shah', 'Jl. Tidar No.102 RT9/RW5', '081210003049', 'eko.rahma.shah@mail.com'),
('CS03050', 'Emma Paul Saputra', 'Jl. Waru No.102 RT10/RW5', '081210003050', 'emma.paul.saputra@mail.com'),
('CS03051', 'Rani Putra Halim', 'Jl. Kenari No.102 RT1/RW6', '081210003051', 'rani.putra.halim@mail.com'),
('CS03052', 'Farhan Putri Sumarno', 'Jl. Kenjeran No.102 RT2/RW6', '081210003052', 'farhan.putri.sumarno@mail.com'),
('CS03053', 'Gema Nugraha', 'Jl. Gajah Mada No.102 RT3/RW6', '081210003053', 'gema.nugraha@mail.com'),
('CS03054', 'Mega Kurnia Wulandari', 'Jl. Diponegoro No.102 RT4/RW6', '081210003054', 'mega.kurnia.wulandari@mail.com'),
('CS03055', 'Rizal Wijaya Wijanto', 'Jl. Kapten Tendean No.102 RT5/RW6', '081210003055', 'rizal.wijaya.wijanto@mail.com'),
('CS03056', 'Dewi Anggraeni', 'Jl. Garuda No.102 RT6/RW6', '081210003056', 'dewi.anggraeni@mail.com'),
('CS03057', 'Imam Irawan', 'Jl. Bunga No.102 RT7/RW6', '081210003057', 'imam.irawan@mail.com'),
('CS03058', 'Dhiya Utami Prasetyo', 'Jl. Anggrek No.102 RT8/RW6', '081210003058', 'dhiya.utami.prasetyo@mail.com'),
('CS03059', 'Aria Michael Ramli', 'Jl. Flamboyan No.102 RT9/RW6', '081210003059', 'aria.michael.ramli@mail.com'),
('CS03060', 'Luca Lee Irawan', 'Jl. Pelangi No.102 RT10/RW6', '081210003060', 'luca.lee.irawan@mail.com'),
('CS03061', 'Kai Nugraha', 'Jl. Merdeka No.103 RT1/RW7', '081210003061', 'kai.nugraha@mail.com'),
('CS03062', 'Nina Permata Hartanto', 'Jl. Sudirman No.103 RT2/RW7', '081210003062', 'nina.permata.hartanto@mail.com'),
('CS03063', 'Praba Fauzan', 'Jl. Ahmad Yani No.103 RT3/RW7', '081210003063', 'praba.fauzan@mail.com'),
('CS03064', 'Binar Trianto', 'Jl. Raya Darmo No.103 RT4/RW7', '081210003064', 'binar.trianto@mail.com'),
('CS03065', 'Gilang Nugroho Khan', 'Jl. Kenanga No.103 RT5/RW7', '081210003065', 'gilang.nugroho.khan@mail.com'),
('CS03066', 'Eli Alexander Shah', 'Jl. Ketintang No.103 RT6/RW7', '081210003066', 'eli.alexander.shah@mail.com'),
('CS03067', 'Sam Arifin', 'Jl. Veteran No.103 RT7/RW7', '081210003067', 'sam.arifin@mail.com'),
('CS03068', 'Oliver Marie Silva', 'Jl. Basuki Rahmat No.103 RT8/RW7', '081210003068', 'oliver.marie.silva@mail.com'),
('CS03069', 'Agus Anggraeni Pratama', 'Jl. Bojonegoro No.103 RT9/RW7', '081210003069', 'agus.anggraeni.pratama@mail.com'),
('CS03070', 'Hendra Ramadhan', 'Jl. Mulyo No.103 RT10/RW7', '081210003070', 'hendra.ramadhan@mail.com'),
('CS03071', 'Rani Nugraha', 'Jl. Gedongan No.103 RT1/RW8', '081210003071', 'rani.nugraha@mail.com'),
('CS03072', 'Fauzi Wijaya Nugraha', 'Jl. Pahlawan No.103 RT2/RW8', '081210003072', 'fauzi.wijaya.nugraha@mail.com'),
('CS03073', 'Jaya Wulandari', 'Jl. Mawar No.103 RT3/RW8', '081210003073', 'jaya.wulandari@mail.com'),
('CS03074', 'Gilang Santoso Arifin', 'Jl. Melati No.103 RT4/RW8', '081210003074', 'gilang.santoso.arifin@mail.com'),
('CS03075', 'Asep Putra', 'Jl. Gubeng No.103 RT5/RW8', '081210003075', 'asep.putra@mail.com'),
('CS03076', 'Sinta Anggraeni Hartanto', 'Jl. Rajawali No.103 RT6/RW8', '081210003076', 'sinta.anggraeni.hartanto@mail.com'),
('CS03077', 'Sam Anggraeni', 'Jl. Bungur No.103 RT7/RW8', '081210003077', 'sam.anggraeni@mail.com'),
('CS03078', 'Yulia Saputra Khan', 'Jl. Yos Sudarso No.103 RT8/RW8', '081210003078', 'yulia.saputra.khan@mail.com'),
('CS03079', 'Owen Hartanto', 'Jl. Tidar No.103 RT9/RW8', '081210003079', 'owen.hartanto@mail.com'),
('CS03080', 'Reno Kurnia Martinez', 'Jl. Waru No.103 RT10/RW8', '081210003080', 'reno.kurnia.martinez@mail.com'),
('CS03081', 'Fajar Putra Setiawan', 'Jl. Kenari No.103 RT1/RW9', '081210003081', 'fajar.putra.setiawan@mail.com'),
('CS03082', 'Yulia Wahyu Utama', 'Jl. Kenjeran No.103 RT2/RW9', '081210003082', 'yulia.wahyu.utama@mail.com'),
('CS03083', 'Teguh Santoso', 'Jl. Gajah Mada No.103 RT3/RW9', '081210003083', 'teguh.santoso@mail.com'),
('CS03084', 'Hana Wahyu Rahman', 'Jl. Diponegoro No.103 RT4/RW9', '081210003084', 'hana.wahyu.rahman@mail.com'),
('CS03085', 'Kirana Sari Silva', 'Jl. Kapten Tendean No.103 RT5/RW9', '081210003085', 'kirana.sari.silva@mail.com'),
('CS03086', 'Grace Marie Nugroho', 'Jl. Garuda No.103 RT6/RW9', '081210003086', 'grace.marie.nugroho@mail.com'),
('CS03087', 'Lina Nugroho Ramli', 'Jl. Bunga No.103 RT7/RW9', '081210003087', 'lina.nugroho.ramli@mail.com'),
('CS03088', 'Indra Nugroho Pratama', 'Jl. Anggrek No.103 RT8/RW9', '081210003088', 'indra.nugroho.pratama@mail.com'),
('CS03089', 'Eka Sari Kirana', 'Jl. Flamboyan No.103 RT9/RW9', '081210003089', 'eka.sari.kirana@mail.com'),
('CS03090', 'Bryan Ramli', 'Jl. Pelangi No.103 RT10/RW9', '081210003090', 'bryan.ramli@mail.com'),
('CS03091', 'Rudi Nugroho Prasetyo', 'Jl. Merdeka No.104 RT1/RW10', '081210003091', 'rudi.nugroho.prasetyo@mail.com'),
('CS03092', 'Cahyo Hasan', 'Jl. Sudirman No.104 RT2/RW10', '081210003092', 'cahyo.hasan@mail.com'),
('CS03093', 'Ruby Anne Nugroho', 'Jl. Ahmad Yani No.104 RT3/RW10', '081210003093', 'ruby.anne.nugroho@mail.com'),
('CS03094', 'Vira Wong', 'Jl. Raya Darmo No.104 RT4/RW10', '081210003094', 'vira.wong@mail.com'),
('CS03095', 'Yoga Permata Khan', 'Jl. Kenanga No.104 RT5/RW10', '081210003095', 'yoga.permata.khan@mail.com'),
('CS03096', 'Henry Nugroho', 'Jl. Ketintang No.104 RT6/RW10', '081210003096', 'henry.nugroho@mail.com'),
('CS03097', 'Maya Hidayat Ramadhan', 'Jl. Veteran No.104 RT7/RW10', '081210003097', 'maya.hidayat.ramadhan@mail.com'),
('CS03098', 'Farhan Utami Kusuma', 'Jl. Basuki Rahmat No.104 RT8/RW10', '081210003098', 'farhan.utami.kusuma@mail.com'),
('CS03099', 'Dewi Kurnia Khan', 'Jl. Bojonegoro No.104 RT9/RW10', '081210003099', 'dewi.kurnia.khan@mail.com'),
('CS03100', 'Henry Grace Gomez', 'Jl. Mulyo No.104 RT10/RW10', '081210003100', 'henry.grace.gomez@mail.com'),
('CS03101', 'Luca Martinez', 'Jl. Gedongan No.104 RT1/RW1', '081210003101', 'luca.martinez@mail.com'),
('CS03102', 'Eka Hidayat', 'Jl. Pahlawan No.104 RT2/RW1', '081210003102', 'eka.hidayat@mail.com'),
('CS03103', 'Rudi Utama', 'Jl. Mawar No.104 RT3/RW1', '081210003103', 'rudi.utama@mail.com'),
('CS03104', 'Binar Pratama', 'Jl. Melati No.104 RT4/RW1', '081210003104', 'binar.pratama@mail.com'),
('CS03105', 'Zoe Wijanto', 'Jl. Gubeng No.104 RT5/RW1', '081210003105', 'zoe.wijanto@mail.com'),
('CS03106', 'Luca Arifin', 'Jl. Rajawali No.104 RT6/RW1', '081210003106', 'luca.arifin@mail.com'),
('CS03107', 'Zoe Hasan', 'Jl. Bungur No.104 RT7/RW1', '081210003107', 'zoe.hasan@mail.com'),
('CS03108', 'Sophia Firdaus', 'Jl. Yos Sudarso No.104 RT8/RW1', '081210003108', 'sophia.firdaus@mail.com'),
('CS03109', 'Citra Hartono Nugraha', 'Jl. Tidar No.104 RT9/RW1', '081210003109', 'citra.hartono.nugraha@mail.com'),
('CS03110', 'Andini Firdaus', 'Jl. Waru No.104 RT10/RW1', '081210003110', 'andini.firdaus@mail.com'),
('CS03111', 'Farah Hidayat', 'Jl. Kenari No.104 RT1/RW2', '081210003111', 'farah.hidayat@mail.com'),
('CS03112', 'Mason Lee', 'Jl. Kenjeran No.104 RT2/RW2', '081210003112', 'mason.lee@mail.com'),
('CS03113', 'Rudi Wulandari', 'Jl. Gajah Mada No.104 RT3/RW2', '081210003113', 'rudi.wulandari@mail.com'),
('CS03114', 'Grace Hartono', 'Jl. Diponegoro No.104 RT4/RW2', '081210003114', 'grace.hartono@mail.com'),
('CS03115', 'Surya Rahma Hartanto', 'Jl. Kapten Tendean No.104 RT5/RW2', '081210003115', 'surya.rahma.hartanto@mail.com'),
('CS03116', 'Saleh Santoso', 'Jl. Garuda No.104 RT6/RW2', '081210003116', 'saleh.santoso@mail.com'),
('CS03117', 'Ryan Nugraha', 'Jl. Bunga No.104 RT7/RW2', '081210003117', 'ryan.nugraha@mail.com'),
('CS03118', 'Dewi Hidayat', 'Jl. Anggrek No.104 RT8/RW2', '081210003118', 'dewi.hidayat@mail.com'),
('CS03119', 'Gilang Wong', 'Jl. Flamboyan No.104 RT9/RW2', '081210003119', 'gilang.wong@mail.com'),
('CS03120', 'Gema Pratama', 'Jl. Pelangi No.104 RT10/RW2', '081210003120', 'gema.pratama@mail.com'),
('CS03121', 'Sinta Kurnia Trianto', 'Jl. Merdeka No.105 RT1/RW3', '081210003121', 'sinta.kurnia.trianto@mail.com'),
('CS03122', 'Ilham Permana', 'Jl. Sudirman No.105 RT2/RW3', '081210003122', 'ilham.permana@mail.com'),
('CS03123', 'Lucas Marie Khan', 'Jl. Ahmad Yani No.105 RT3/RW3', '081210003123', 'lucas.marie.khan@mail.com'),
('CS03124', 'Sam Pratama', 'Jl. Raya Darmo No.105 RT4/RW3', '081210003124', 'sam.pratama@mail.com'),
('CS03125', 'Tara Maulana', 'Jl. Kenanga No.105 RT5/RW3', '081210003125', 'tara.maulana@mail.com'),
('CS03126', 'Fauzi Irawan', 'Jl. Ketintang No.105 RT6/RW3', '081210003126', 'fauzi.irawan@mail.com'),
('CS03127', 'Andini Permata Ramli', 'Jl. Veteran No.105 RT7/RW3', '081210003127', 'andini.permata.ramli@mail.com'),
('CS03128', 'Yulia Utami Hidayat', 'Jl. Basuki Rahmat No.105 RT8/RW3', '081210003128', 'yulia.utami.hidayat@mail.com'),
('CS03129', 'Budi Rahman', 'Jl. Bojonegoro No.105 RT9/RW3', '081210003129', 'budi.rahman@mail.com'),
('CS03130', 'Galih Kurnia Lestari', 'Jl. Mulyo No.105 RT10/RW3', '081210003130', 'galih.kurnia.lestari@mail.com'),
('CS03131', 'Indra Permata Silva', 'Jl. Gedongan No.105 RT1/RW4', '081210003131', 'indra.permata.silva@mail.com'),
('CS03132', 'Owen Paul Wijaya', 'Jl. Pahlawan No.105 RT2/RW4', '081210003132', 'owen.paul.wijaya@mail.com'),
('CS03133', 'Hadi Saputra', 'Jl. Mawar No.105 RT3/RW4', '081210003133', 'hadi.saputra@mail.com'),
('CS03134', 'Citra Kurniawan', 'Jl. Melati No.105 RT4/RW4', '081210003134', 'citra.kurniawan@mail.com'),
('CS03135', 'Vina Kurnia Ramli', 'Jl. Gubeng No.105 RT5/RW4', '081210003135', 'vina.kurnia.ramli@mail.com'),
('CS03136', 'Rizal Pratama Setiawan', 'Jl. Rajawali No.105 RT6/RW4', '081210003136', 'rizal.pratama.setiawan@mail.com'),
('CS03137', 'Hana Halim', 'Jl. Bungur No.105 RT7/RW4', '081210003137', 'hana.halim@mail.com'),
('CS03138', 'Cahyo Martinez', 'Jl. Yos Sudarso No.105 RT8/RW4', '081210003138', 'cahyo.martinez@mail.com'),
('CS03139', 'Tari Santoso Irawan', 'Jl. Tidar No.105 RT9/RW4', '081210003139', 'tari.santoso.irawan@mail.com'),
('CS03140', 'Dewi Hidayat Anggraeni', 'Jl. Waru No.105 RT10/RW4', '081210003140', 'dewi.hidayat.anggraeni@mail.com'),
('CS03141', 'Nora Hartanto', 'Jl. Kenari No.105 RT1/RW5', '081210003141', 'nora.hartanto@mail.com'),
('CS03142', 'Andi Kurnia', 'Jl. Kenjeran No.105 RT2/RW5', '081210003142', 'andi.kurnia@mail.com'),
('CS03143', 'Vera Michael Permana', 'Jl. Gajah Mada No.105 RT3/RW5', '081210003143', 'vera.michael.permana@mail.com'),
('CS03144', 'Eka Kusuma', 'Jl. Diponegoro No.105 RT4/RW5', '081210003144', 'eka.kusuma@mail.com'),
('CS03145', 'Lestari Hidayat Wijaya', 'Jl. Kapten Tendean No.105 RT5/RW5', '081210003145', 'lestari.hidayat.wijaya@mail.com'),
('CS03146', 'Oka Nugroho Halim', 'Jl. Garuda No.105 RT6/RW5', '081210003146', 'oka.nugroho.halim@mail.com'),
('CS03147', 'Yoga Hartono Wong', 'Jl. Bunga No.105 RT7/RW5', '081210003147', 'yoga.hartono.wong@mail.com'),
('CS03148', 'Vega Sutanto', 'Jl. Anggrek No.105 RT8/RW5', '081210003148', 'vega.sutanto@mail.com'),
('CS03149', 'Hannah Paul Fauzan', 'Jl. Flamboyan No.105 RT9/RW5', '081210003149', 'hannah.paul.fauzan@mail.com'),
('CS03150', 'Surya Agustina', 'Jl. Pelangi No.105 RT10/RW5', '081210003150', 'surya.agustina@mail.com'),
('CS03151', 'Wulan Trianto', 'Jl. Merdeka No.106 RT1/RW6', '081210003151', 'wulan.trianto@mail.com'),
('CS03152', 'Nina Lestari', 'Jl. Sudirman No.106 RT2/RW6', '081210003152', 'nina.lestari@mail.com'),
('CS03153', 'Noah Paul Gomez', 'Jl. Ahmad Yani No.106 RT3/RW6', '081210003153', 'noah.paul.gomez@mail.com'),
('CS03154', 'Ella Grace Suryanto', 'Jl. Raya Darmo No.106 RT4/RW6', '081210003154', 'ella.grace.suryanto@mail.com'),
('CS03155', 'Citra Tan', 'Jl. Kenanga No.106 RT5/RW6', '081210003155', 'citra.tan@mail.com'),
('CS03156', 'Agus Suryanto', 'Jl. Ketintang No.106 RT6/RW6', '081210003156', 'agus.suryanto@mail.com'),
('CS03157', 'Dian Tan', 'Jl. Veteran No.106 RT7/RW6', '081210003157', 'dian.tan@mail.com'),
('CS03158', 'Hesti Nugroho Susanto', 'Jl. Basuki Rahmat No.106 RT8/RW6', '081210003158', 'hesti.nugroho.susanto@mail.com'),
('CS03159', 'Eli Anne Kurnia', 'Jl. Bojonegoro No.106 RT9/RW6', '081210003159', 'eli.anne.kurnia@mail.com'),
('CS03160', 'Kirana Sari', 'Jl. Mulyo No.106 RT10/RW6', '081210003160', 'kirana.sari@mail.com'),
('CS03161', 'Eka Ramli', 'Jl. Gedongan No.106 RT1/RW7', '081210003161', 'eka.ramli@mail.com'),
('CS03162', 'Jack Alexander Sari', 'Jl. Pahlawan No.106 RT2/RW7', '081210003162', 'jack.alexander.sari@mail.com'),
('CS03163', 'Hendra Nur Ramli', 'Jl. Mawar No.106 RT3/RW7', '081210003163', 'hendra.nur.ramli@mail.com'),
('CS03164', 'Elang Hartono Maulana', 'Jl. Melati No.106 RT4/RW7', '081210003164', 'elang.hartono.maulana@mail.com'),
('CS03165', 'Ryan Susanto', 'Jl. Gubeng No.106 RT5/RW7', '081210003165', 'ryan.susanto@mail.com'),
('CS03166', 'Farah Firdaus', 'Jl. Rajawali No.106 RT6/RW7', '081210003166', 'farah.firdaus@mail.com'),
('CS03167', 'Sofia Setiawan', 'Jl. Bungur No.106 RT7/RW7', '081210003167', 'sofia.setiawan@mail.com'),
('CS03168', 'Rani Gomez', 'Jl. Yos Sudarso No.106 RT8/RW7', '081210003168', 'rani.gomez@mail.com'),
('CS03169', 'Rudi Anisa Hasan', 'Jl. Tidar No.106 RT9/RW7', '081210003169', 'rudi.anisa.hasan@mail.com'),
('CS03170', 'Oliver Paul Wulandari', 'Jl. Waru No.106 RT10/RW7', '081210003170', 'oliver.paul.wulandari@mail.com'),
('CS03171', 'Andi Putri Santoso', 'Jl. Kenari No.106 RT1/RW8', '081210003171', 'andi.putri.santoso@mail.com'),
('CS03172', 'Oliver Gomez', 'Jl. Kenjeran No.106 RT2/RW8', '081210003172', 'oliver.gomez@mail.com'),
('CS03173', 'Yuda Saputra Susanto', 'Jl. Gajah Mada No.106 RT3/RW8', '081210003173', 'yuda.saputra.susanto@mail.com'),
('CS03174', 'Citra Kirana', 'Jl. Diponegoro No.106 RT4/RW8', '081210003174', 'citra.kirana@mail.com'),
('CS03175', 'Cahaya Lee', 'Jl. Kapten Tendean No.106 RT5/RW8', '081210003175', 'cahaya.lee@mail.com'),
('CS03176', 'Mina Irawan', 'Jl. Garuda No.106 RT6/RW8', '081210003176', 'mina.irawan@mail.com'),
('CS03177', 'Yulia Utami Putra', 'Jl. Bunga No.106 RT7/RW8', '081210003177', 'yulia.utami.putra@mail.com'),
('CS03178', 'Bayu Sari Yusuf', 'Jl. Anggrek No.106 RT8/RW8', '081210003178', 'bayu.sari.yusuf@mail.com'),
('CS03179', 'Rina Rahma Wijaya', 'Jl. Flamboyan No.106 RT9/RW8', '081210003179', 'rina.rahma.wijaya@mail.com'),
('CS03180', 'Eko Pratama Maulana', 'Jl. Pelangi No.106 RT10/RW8', '081210003180', 'eko.pratama.maulana@mail.com'),
('CS03181', 'Dhiya Pratama Putra', 'Jl. Merdeka No.107 RT1/RW9', '081210003181', 'dhiya.pratama.putra@mail.com'),
('CS03182', 'Vera Hidayat', 'Jl. Sudirman No.107 RT2/RW9', '081210003182', 'vera.hidayat@mail.com'),
('CS03183', 'Aditya Santoso Kurnia', 'Jl. Ahmad Yani No.107 RT3/RW9', '081210003183', 'aditya.santoso.kurnia@mail.com'),
('CS03184', 'Budi Putra Tan', 'Jl. Raya Darmo No.107 RT4/RW9', '081210003184', 'budi.putra.tan@mail.com'),
('CS03185', 'Saleh Sari Susanto', 'Jl. Kenanga No.107 RT5/RW9', '081210003185', 'saleh.sari.susanto@mail.com'),
('CS03186', 'Hugo John Anggraeni', 'Jl. Ketintang No.107 RT6/RW9', '081210003186', 'hugo.john.anggraeni@mail.com'),
('CS03187', 'Agus Prasetyo', 'Jl. Veteran No.107 RT7/RW9', '081210003187', 'agus.prasetyo@mail.com'),
('CS03188', 'Bryan Lee Yusuf', 'Jl. Basuki Rahmat No.107 RT8/RW9', '081210003188', 'bryan.lee.yusuf@mail.com'),
('CS03189', 'Hannah Ramli', 'Jl. Bojonegoro No.107 RT9/RW9', '081210003189', 'hannah.ramli@mail.com'),
('CS03190', 'Vina Sari Pratama', 'Jl. Mulyo No.107 RT10/RW9', '081210003190', 'vina.sari.pratama@mail.com'),
('CS03191', 'Yulia Ramli', 'Jl. Gedongan No.107 RT1/RW10', '081210003191', 'yulia.ramli@mail.com'),
('CS03192', 'Grace James Susanto', 'Jl. Pahlawan No.107 RT2/RW10', '081210003192', 'grace.james.susanto@mail.com'),
('CS03193', 'Bayu Hartono Lee', 'Jl. Mawar No.107 RT3/RW10', '081210003193', 'bayu.hartono.lee@mail.com'),
('CS03194', 'Citra Hartono Irawan', 'Jl. Melati No.107 RT4/RW10', '081210003194', 'citra.hartono.irawan@mail.com'),
('CS03195', 'Binar Pratama Sari', 'Jl. Gubeng No.107 RT5/RW10', '081210003195', 'binar.pratama.sari@mail.com'),
('CS03196', 'Aria Kim Santoso', 'Jl. Rajawali No.107 RT6/RW10', '081210003196', 'aria.kim.santoso@mail.com'),
('CS03197', 'Nanda Hidayat Hartanto', 'Jl. Bungur No.107 RT7/RW10', '081210003197', 'nanda.hidayat.hartanto@mail.com'),
('CS03198', 'Fauzi Pratama Kurniawan', 'Jl. Yos Sudarso No.107 RT8/RW10', '081210003198', 'fauzi.pratama.kurniawan@mail.com'),
('CS03199', 'Logan Anggraeni', 'Jl. Tidar No.107 RT9/RW10', '081210003199', 'logan.anggraeni@mail.com'),
('CS03200', 'Kiki Utami Fauzan', 'Jl. Waru No.107 RT10/RW10', '081210003200', 'kiki.utami.fauzan@mail.com'),
('CS03201', 'Binar Wulandari', 'Jl. Kenari No.107 RT1/RW1', '081210003201', 'binar.wulandari@mail.com'),
('CS03202', 'Wulan Hasan', 'Jl. Kenjeran No.107 RT2/RW1', '081210003202', 'wulan.hasan@mail.com'),
('CS03203', 'Rizky Saputra Pratama', 'Jl. Gajah Mada No.107 RT3/RW1', '081210003203', 'rizky.saputra.pratama@mail.com'),
('CS03204', 'Wira Putri Susanto', 'Jl. Diponegoro No.107 RT4/RW1', '081210003204', 'wira.putri.susanto@mail.com'),
('CS03205', 'Cahaya Hidayat Lee', 'Jl. Kapten Tendean No.107 RT5/RW1', '081210003205', 'cahaya.hidayat.lee@mail.com'),
('CS03206', 'Bayu Permata Hartono', 'Jl. Garuda No.107 RT6/RW1', '081210003206', 'bayu.permata.hartono@mail.com'),
('CS03207', 'Reno Anisa Lestari', 'Jl. Bunga No.107 RT7/RW1', '081210003207', 'reno.anisa.lestari@mail.com'),
('CS03208', 'Milo Trianto', 'Jl. Anggrek No.107 RT8/RW1', '081210003208', 'milo.trianto@mail.com'),
('CS03209', 'Jaya Saputra Halim', 'Jl. Flamboyan No.107 RT9/RW1', '081210003209', 'jaya.saputra.halim@mail.com'),
('CS03210', 'Farhan Wijaya Maulana', 'Jl. Pelangi No.107 RT10/RW1', '081210003210', 'farhan.wijaya.maulana@mail.com'),
('CS03211', 'Fahri Sari Hasan', 'Jl. Merdeka No.108 RT1/RW2', '081210003211', 'fahri.sari.hasan@mail.com'),
('CS03212', 'Putri Nugroho Sari', 'Jl. Sudirman No.108 RT2/RW2', '081210003212', 'putri.nugroho.sari@mail.com'),
('CS03213', 'Sofia Utama', 'Jl. Ahmad Yani No.108 RT3/RW2', '081210003213', 'sofia.utama@mail.com'),
('CS03214', 'Rina Firdaus', 'Jl. Raya Darmo No.108 RT4/RW2', '081210003214', 'rina.firdaus@mail.com'),
('CS03215', 'Hesti Sari Fauzan', 'Jl. Kenanga No.108 RT5/RW2', '081210003215', 'hesti.sari.fauzan@mail.com'),
('CS03216', 'Kiki Sari Utama', 'Jl. Ketintang No.108 RT6/RW2', '081210003216', 'kiki.sari.utama@mail.com'),
('CS03217', 'Hadi Ramli', 'Jl. Veteran No.108 RT7/RW2', '081210003217', 'hadi.ramli@mail.com'),
('CS03218', 'Raisa Anisa Pratama', 'Jl. Basuki Rahmat No.108 RT8/RW2', '081210003218', 'raisa.anisa.pratama@mail.com'),
('CS03219', 'Reno Wahyu Sukma', 'Jl. Bojonegoro No.108 RT9/RW2', '081210003219', 'reno.wahyu.sukma@mail.com'),
('CS03220', 'Fajar Anisa Wulandari', 'Jl. Mulyo No.108 RT10/RW2', '081210003220', 'fajar.anisa.wulandari@mail.com'),
('CS03221', 'Rizal Gomez', 'Jl. Gedongan No.108 RT1/RW3', '081210003221', 'rizal.gomez@mail.com'),
('CS03222', 'Oka Anggraeni Hartono', 'Jl. Pahlawan No.108 RT2/RW3', '081210003222', 'oka.anggraeni.hartono@mail.com'),
('CS03223', 'Sinta Anisa Susanto', 'Jl. Mawar No.108 RT3/RW3', '081210003223', 'sinta.anisa.susanto@mail.com'),
('CS03224', 'Lucas Halim', 'Jl. Melati No.108 RT4/RW3', '081210003224', 'lucas.halim@mail.com'),
('CS03225', 'Hugo Kim Utama', 'Jl. Gubeng No.108 RT5/RW3', '081210003225', 'hugo.kim.utama@mail.com'),
('CS03226', 'Zahra Yusuf', 'Jl. Rajawali No.108 RT6/RW3', '081210003226', 'zahra.yusuf@mail.com'),
('CS03227', 'Eko Anggraeni Wulandari', 'Jl. Bungur No.108 RT7/RW3', '081210003227', 'eko.anggraeni.wulandari@mail.com'),
('CS03228', 'Imam Trianto', 'Jl. Yos Sudarso No.108 RT8/RW3', '081210003228', 'imam.trianto@mail.com'),
('CS03229', 'Budi Wijaya Khan', 'Jl. Tidar No.108 RT9/RW3', '081210003229', 'budi.wijaya.khan@mail.com'),
('CS03230', 'Leo Martinez', 'Jl. Waru No.108 RT10/RW3', '081210003230', 'leo.martinez@mail.com'),
('CS03231', 'Sofia Firdaus', 'Jl. Kenari No.108 RT1/RW4', '081210003231', 'sofia.firdaus@mail.com'),
('CS03232', 'Dian Kurnia', 'Jl. Kenjeran No.108 RT2/RW4', '081210003232', 'dian.kurnia@mail.com'),
('CS03233', 'Teguh Wahyu Sumarno', 'Jl. Gajah Mada No.108 RT3/RW4', '081210003233', 'teguh.wahyu.sumarno@mail.com'),
('CS03234', 'Asep Wijaya Lee', 'Jl. Diponegoro No.108 RT4/RW4', '081210003234', 'asep.wijaya.lee@mail.com'),
